UserScreenName,UserName,Timestamp,Text,Embedded_text,Comments,Likes,Retweets,Date,text_length,Embedded_text_cleaned
Nico valbuena,@nico_valbuena13,2021-12-09 20:08:51+00:00,"Nico valbuena
@nico_valbuena13
·
9 dic.","En respuesta a 
@julianac1987
Pero como le decimos a ese libro, Davivienda (?)  Jajajajajjaa  complete el sudoku para hacer un retiro.",0,0,0,2021-12-09,134,julianac1987 libro jajajajajjaa complete sudoku retiro
videorgánica,@videorganica1,2021-12-09 14:19:39+00:00,"videorgánica
@videorganica1
·
9 dic.","En respuesta a 
@Davivienda
Mensaje privado??? De verdad ?? 
1",1,0,0,2021-12-09,62,davivirdar mensaje privado
Nórida Rodríguez,@Noridaoficial,2021-12-09 23:15:25+00:00,"Nórida Rodríguez
@Noridaoficial
·
9 dic.","@Davivienda
 @Davivienda
 ¿Que pasa con el portal para clientes? 
1
1",1,0,1,2021-12-09,69,pasar portal cliente
UnoDe100000,@UnoDe100000,2021-12-09 12:58:19+00:00,"UnoDe100000
@UnoDe100000
·
9 dic.","En respuesta a 
@Catalba
Como el comercial de Davivienda.
1
5",1,0,5,2021-12-09,61,catalbo comercial
videorgánica,@videorganica1,2021-12-09 13:45:46+00:00,"videorgánica
@videorganica1
·
9 dic.","@Davivienda
 y sus portarles que no sirven !! están con la red caida?? que pasa?
1",1,0,0,2021-12-09,82,portar servir caida pasar
Juan Ferro ,@jota__ferro,2021-12-09 20:53:33+00:00,"Juan Ferro 
@jota__ferro
·
9 dic.","En respuesta a 
@Davivienda
Tranquilos, ustedes sigan con sus bots en redes sociales, sus flujos digitales pedorros y su pésima atención al cliente.",0,0,0,2021-12-09,148,tranquilo seguir bot red social flujo digital pedorro pésimo atención cliente
Camilo.,@Caanve_,2021-12-09 14:38:41+00:00,"Camilo.
@Caanve_
·
9 dic.","En respuesta a 
@Davivienda
Eso no lo van a cambiar ni hoy ni este año y la gente necesita mover SU dinero cuando ellos lo deseen, no cuando ustedes se les de la gana.",0,0,0,2021-12-09,167,cambiar gente necesitar mover dinero desear ganar
Cristian Mendoza,@Mendoza0723,2021-12-09 06:39:22+00:00,"Cristian Mendoza
@Mendoza0723
·
9 dic.","En respuesta a 
@Binance_COL
¿Cuando iniciará el piloto con 
@Davivienda
 ?",0,0,0,2021-12-09,75,binance _col iniciar piloto
Lilo Ramírez,@liloramirez,2021-12-09 05:20:05+00:00,"Lilo Ramírez
@liloramirez
·
9 dic.","@Davivienda
 hola,  está caída la app? No puedo entrar,  intento por la página y tampoco.
1",1,0,0,2021-12-09,91,caída entrar intento página
hector morales,@hectorrmoralesb,2021-12-09 14:42:05+00:00,"hector morales
@hectorrmoralesb
·
9 dic.","@Davivienda
 la página de esta caida
1",1,0,0,2021-12-09,38,davivirdar página caida
Maryland into the Maryverse,@Maryalexperliz,2021-12-09 23:37:15+00:00,"Maryland into the Maryverse
@Maryalexperliz
·
9 dic.","En respuesta a 
@BancosAval
Le robaron el comercial a 
@Davivienda
 ",0,0,0,2021-12-09,68,bancosaval robar comercial
Gomez ن †,@sergiogomezf,2021-12-09 17:55:42+00:00,"Gomez ن †
@sergiogomezf
·
9 dic.","@Davivienda
 podría por acá solicitar otra  tarjeta de crédito con ustedes ?
1",1,0,0,2021-12-09,78,solicitar tarjeta crédito
Alejandra Gómez S.,@Aleja257,2021-12-09 20:38:32+00:00,"Alejandra Gómez S.
@Aleja257
·
9 dic.","@Davivienda
 Buenas, necesito realizar un pago y su página no me carga.
2",2,0,0,2021-12-09,73,necesitar pago página carga
Javier Abella,@HistoProgrammer,2021-12-09 16:31:26+00:00,"Javier Abella
@HistoProgrammer
·
9 dic.","En respuesta a 
@Davivienda
Cómo van a ayudar a eliminar barreras si lo que hacen es cargar tarifas altísimas. Que grosería que cobren más de 7 mil pesos por mantenimiento de tarjeta de débito  en cuentas de ahorros
1",1,0,0,2021-12-09,217,ayudar eliminar barrera cargar tarifa altísimo groserío cobrar peso mantenimiento tarjeta débito ahorro
Carolina Lopez,@Carolalovi,2021-12-09 17:19:16+00:00,"Carolina Lopez
@Carolalovi
·
9 dic.","En respuesta a 
@mercadopago
 y 
@Davivienda
El banco ya solucionó, Gracias.",0,0,0,2021-12-09,76,mercadopago solucionar gracias
Caro.,@caroooooooD,2021-12-09 23:33:20+00:00,"Caro.
@caroooooooD
·
9 dic.","@Davivienda
 Hola, quisiera saber si la banca virtual está presentando problemas para ingresar ya que me sale un aviso de “verifique datos” pero todos son correctos.
1",1,0,0,2021-12-09,167,querer banca virtual presentar problema ingresar salir aviso verificar dato correcto
Amin Mejia Medina,@AminMejiaM,2021-12-09 03:25:34+00:00,"Amin Mejia Medina
@AminMejiaM
·
8 dic.","@Davivienda
 que pretenden con subirme el valor de mi crédito y no contestar. Las llamadas ojalá llegará un banco comprando mi cartera. Pierden un buen cliente
1",1,0,0,2021-12-09,161,pretender subir valor crédito contestar llamada ojalá llegar comprar cartera perder cliente
Carolina Lopez,@Carolalovi,2021-12-09 11:44:42+00:00,"Carolina Lopez
@Carolalovi
·
9 dic.","En respuesta a 
@mercadopago
 y 
@Davivienda
No tengo una cuenta, ni usuario en 
@mercadopago
 1",1,0,0,2021-12-09,96,mercadopago usuario mercadopago
tikismikis,@jesualmar1,2021-12-09 22:07:22+00:00,"tikismikis
@jesualmar1
·
9 dic.","En respuesta a 
@jesualmar1
 @crpandemonium
 y 
@Davivienda
En qué a el no se le refleja el pago doble lamentablemente acá en colombia estamos a la Merced de estas cosas y no pasa nada 
@sicsuper
 @camara_dorada
 @CCLaDorada
1",1,0,0,2021-12-09,226,jesualmar1 crpandemonium reflejar pago doble lamentablemente colombio merced cosa pasar sicsuper camara_dorada ccladorado
Maria Andrea,@Maria_AndreaP,2021-12-09 23:23:28+00:00,"Maria Andrea
@Maria_AndreaP
·
9 dic.","@Davivienda
 necesito realizar un trámite y su call center no me permite paso a agente, en el chat me dicen que me van a llamar, fui a su oficina de Cajica y también que me van a llamar. Por donde puedo solicitar un paz y salvo ? 
@SFCsupervisor
1
1
1",1,1,1,2021-12-09,251,necesitar trámite call center permitir paso agente chat llamar oficina cajico llamar solicitar sfcsupervisor
Sin Nombre,@NiPlataNiNada,2021-12-09 14:16:51+00:00,"Sin Nombre
@NiPlataNiNada
·
9 dic.","En respuesta a 
@Davivienda
@SFCsupervisor
 quien ejerce controles sobre 
@davivienda
, quiere retener el dinero de los usuarios, esto debería acarrear sanciones a este banco
1",1,0,0,2021-12-09,176,sfcsupervisor ejercer control querer retener dinero usuario deber acarrear sanción
Mercado Pago,@mercadopago,2021-12-09 11:30:23+00:00,"Mercado Pago
@mercadopago
·
9 dic.","En respuesta a 
@Carolalovi
 y 
@Davivienda
Hola. Para que podamos verificar lo sucedido, te pedimos que nos respondas indicando el apodo o nombre de usuario de tu cuenta. Podrás verlo desde: Mi cuenta > Mis datos > Usuario. Además, si visualizas el pago en tu cuenta, te pedimos que nos confirmes el número de operación.
1",1,0,0,2021-12-09,323,carolalovi verificar sucedido pedir indicar apodo nombre usuario contar dato usuario visualizar pago pedir confirmar número operación
Mercado Pago,@mercadopago,2021-12-09 14:17:44+00:00,"Mercado Pago
@mercadopago
·
9 dic.","En respuesta a 
@Carolalovi
 y 
@Davivienda
Para analizar lo sucedido, te pedimos que nos envíes un nombre de usuario de un tercero, puede ser un amigo, familiar o conocido, además de una captura de la transacción realizada. Con esta información, podremos analizar lo sucedido y brindarte una respuesta por e-mail.
1",1,0,0,2021-12-09,316,carolalovi analizar sucedido pedir envear nombre usuario amigo familiar conocido captura transacción información analizar sucedido brindar mail
La República,@La_Republica,2021-12-09 15:50:40+00:00,"La República
@La_Republica
·
9 dic.","#EspecialLR #Tarjetas 
@Davivienda
, le brinda información para una buena administración y mostrarle los #beneficios que este medio de pago ofrece
larepublica.net
Aproveche los beneficios de las tarjetas Davivienda para organizar su presupuesto y realizar...
Lea más en larepublica.net
1",0,0,1,2021-12-09,287,especiallr tarjeta brindar información administración beneficio pago ofrecer larepublica aprovechar beneficio tarjeta organizar presupuesto larepublica
Memoriasconversadas®,@MConversadas,2021-12-09 17:41:40+00:00,"Memoriasconversadas®
@MConversadas
·
9 dic.","""Mi abuelo, Luis Carrasco, era un buen contador de historias y cercano en sus conversaciones"". #CarolinaCarrasco #Jurado #JóvenesEmprendedoresDavivienda 
@Davivienda
 @Social_Skin_
 
https://isalopezgiraldo.com/historias/personajes/carolina-carrasco/…
1",1,0,0,2021-12-09,253,abuelo luis carrasco contador historia cercano conversación carolinacarrasco jurado jóvenesemprendedoresdavivienda social_skin _
Memoriasconversadas®,@MConversadas,2021-12-09 17:54:27+00:00,"Memoriasconversadas®
@MConversadas
·
9 dic.","Crecimos bajo los pilares del trabajo, honestidad, responsabilidad, resiliencia, de tener metas y trabajar por ellas, de acompañarse, compartir, quererse, ayudarse. #CarolinaCarrasco #Jurado #JóvenesEmprendedoresDavivienda 
@Davivienda
 @Social_Skin_
isalopezgiraldo.com
Carolina Carrasco - Memorias conversadas®
No me angustia el paso del tiempo ni envejecer, sino el que no alcanza para hacer todo lo que quisiera.",0,0,0,2021-12-09,416,crecer pilar trabajo honestidad responsabilidad resiliencia meta trabajar acompañar compartir querer ayudar carolinacarrasco jurado jóvenesemprendedoresdavivienda social_skin_ isalopezgiraldo carolino carrasco memoria conversado angustia pasar tiempo envejecer alcanzar querer
Alexander Arboleda M,@aarboledam,2021-12-10 20:02:56+00:00,"Alexander Arboleda M
@aarboledam
·
10 dic.","En estos momentos su dinero puede estar en el lugar equivocado 

Próximo comercial de Davivienda
De 
Charolastra
1
4
4",1,4,4,2021-12-10,119,momento dinero lugar equivocado comercial charolastra
Prof Erick,@ProfErickB,2021-12-10 17:43:15+00:00,"Prof Erick
@ProfErickB
·
10 dic.","Ya saben Bancolombia, Davivienda (y RAE)
M i k e
@SennorReds
 · 10 dic.
Mejor que no sea. 
3
16",0,3,16,2021-12-10,95,bancolombia sennorred
Miguel Angel,@macastilloa,2021-12-10 19:03:43+00:00,"Miguel Angel
@macastilloa
·
10 dic.","#Hidroituango Cómo hacer Justicia con los bancos consigne en #DAVIVIENDA 20.000 y me descontaron 14 de comision.
1",0,0,1,2021-12-10,114,hidroituango justicia consegnir descontar comision
Léo Espino,@LoEspino1,2021-12-10 18:48:37+00:00,"Léo Espino
@LoEspino1
·
10 dic.","Igual me dejó la pandemia, así estoy con el Davivienda.
Maribel Vásquez
@MaribelVasquezJ
 · 10 dic.
Buenos días, esto es increíble que por $100 ahora le están cobrando más de $1000, estas cosas ya no deberían de pasar,
 
Yo tengo un vecino que tiene como 5 carros, es prestamista, así hacen el dinero... son unos...Es realmente indignante como se aprovechan de la necesidad. RT 
Mostrar este hilo",0,0,0,2021-12-10,396,dejar pandemia maribel vásquez maribelvasquezj increíble cobrar 1000 cosa deber pasar vecino carro prestamista dinero realmente indignante aprovechar necesidad
Albeibi,@undercity90,2021-12-10 01:03:56+00:00,"Albeibi
@undercity90
·
9 dic.","Davivienda es pa' las perras.
1
1",1,0,1,2021-12-10,33,davivirdar perra
𝑪𝒂𝒎𝒊𝒍𝒍𝒆‍,@Camx0324,2021-12-10 16:42:03+00:00,"𝑪𝒂𝒎𝒊𝒍𝒍𝒆‍
@Camx0324
·
10 dic.",Oye Davivienda hpta como así que me cobras 7.500 pa transferir a otro banco???????????,0,0,0,2021-12-10,86,hpta cobrar transferir
angie lorena,@GILLORENAG,2021-12-10 22:41:15+00:00,"angie lorena
@GILLORENAG
·
10 dic.","Alguien sabe que pasa con davivienda móvil y portal transaccional de davivienda? No están funcionando?
1
1
2",1,1,2,2021-12-10,108,alguien pasar móvil portal transaccional funcionar
Shannon.,@shpt98,2021-12-10 18:40:26+00:00,"Shannon.
@shpt98
·
10 dic.",Por qué los cajeros davivienda son tan escasos? Dios mío,0,0,0,2021-12-10,56,cajero escaso
Erick Ramos,@ErickRamosHdez,2021-12-10 19:33:45+00:00,"Erick Ramos
@ErickRamosHdez
·
10 dic.","En respuesta a 
@JulioCesarOlay8
 y 
@CathyJuvinao
Mijo usted está en el lugar( twit) equivocado, busque un Davivienda.
1",0,0,1,2021-12-10,121,juliocesarolay8 cathyjuvinao mijo lugar twit equivocado buscar
OfficerNegative,@yesopunk,2021-12-10 20:13:45+00:00,"OfficerNegative
@yesopunk
·
10 dic.","Me llamaron de 3209008695,me dieron mis datos personales. Afirmaban ser de davivienda diciendo que tendría devolución de Iva a mi cuenta, luego dijeron que me dejaban en el teléfono virtual y marcar clave, obvio colgué. Al comunicarme con el banco confirman intento de estafa
1",0,0,1,2021-12-10,277,llamar 3209008695 dato personal afirmar devolución dejar teléfono virtual marcar clave obvio colgar comunicar confirmar intento estafa
Casa de Bolsa SCB,@CasadeBolsaSCB,2021-12-10 20:57:45+00:00,"Casa de Bolsa SCB
@CasadeBolsaSCB
·
10 dic.","Davivienda presentó resultados positivos en 3T21, superiores a nuestras expectativas y a las del mercado, Su utilidad neta se ubicó en COP 395 Mil MM y el ROE anualizado en 11,5% retornando a niveles vistos antes de pandemia. Lee el informe #EntregaDeResultados en 
casadebolsa.com.co
 Davivienda 3T21| Ricardo Jorge reportando buenos resultados
2
5",0,2,5,2021-12-10,349,presentar resultado positivo 3t21 superior expectativa mercado utilidad neto ubicar anualizado retornar nivel visto pandemia informe entregaderesultado casadebolsa 3t21 ricardo jorge reportar resultado
Davivienda Corredores,@davicorredores,2021-12-10 19:01:51+00:00,"Davivienda Corredores
@davicorredores
·
10 dic.","#AquíLoTieneTodo ahora sus metas están al alcance de sus manos, en la App Inversiones Davivienda puede ampliar su portafolio de inversión con asesoría profesional, descubra cómo aquí: https://bit.ly/aperturafondos
1
1",0,1,1,2021-12-10,217,aquílotienetodo meta alcanzar mano inversión ampliar portafolio inversión asesoría profesional descubrir
Boletin de Noticias,@BNnoticias2020,2021-12-10 13:46:34+00:00,"Boletin de Noticias
@BNnoticias2020
·
10 dic.","“GRAN CONCIERTO DAVIVIENDA DE NAVIDAD” ESTE SÁBADO 11 DE DICIEMBRE A LAS 5:00 P.M. POR LA PANTALLA DE CARACOL TELEVISIÓN. https://boletindenoticias.com.co/gran-concierto-davivienda-de-navidad-este-sabado-11-de-diciembre-a-las-500-p-m-por-la-pantalla-de-caracol-television/…
@NoticiasCaracol
 @CaracolTV
1",0,0,1,2021-12-10,304,concierto davivirdar navidad diciembre pantalla caracol televisión noticiascaracol caracoltv
Fundación Bolívar Davivienda,@FundacionBD,2021-12-10 22:05:03+00:00,"Fundación Bolívar Davivienda
@FundacionBD
·
10 dic.","¡Agéndese mañana a las 5:00 p.m. para ver el Gran Concierto Davivienda de Navidad 2021 con #LaJoven y nuestro artista invitado Andrés Cepeda   .

. Conéctese aquí: https://bit.ly/3lllesz

#LaJoven #Volvamosabrillar #AndresCepeda #Concierto 
@andrescepeda
 @Davivienda
1
5",0,1,5,2021-12-10,271,agandar mañana concierto navidad 2021 lajoven artista invitado andrés cepeda conéctese lajoven volvamosabrillar andrescepeda concierto andrescepeda
Catalina,@drcata,2021-12-10 03:39:40+00:00,"Catalina
@drcata
·
9 dic.","Así como uno se queja, también agradece cuando le ayudan.  Gracias a Wilson el asesor de 
@Davivienda
 que por mensaje privado me ayudó.
Catalina
@drcata
 · 9 dic.
Me hicieron una transferencia hoy de una cuenta de @Davivienda a la mía del mismo banco.
El banco generó una “alerta de seguridad” y bloqueó mi cuenta. Esta es la hora en que la cuenta sigue bloqueada y ningún asesor vía telefónica o chat puede explicar la razón. 
@SFCsupervisor
1
4",1,0,4,2021-12-10,447,queja agradecer ayudar gracias wilson asesor mensaje privado ayudar catalina drcata transferencia generar alerta seguridad bloquear hora seguir bloqueado asesor telefónico chat explicar razón sfcsupervisor
Juan Carlos Ramos Ortiz,@JuanCar00622780,2021-12-10 14:49:27+00:00,"Juan Carlos Ramos Ortiz
@JuanCar00622780
·
10 dic.","En respuesta a 
@Davivienda
Reclame dos veces siempre me dijeron que era mi culpa el dinero fue transferido a una cuenta que según su empleada@dijo que posiblemente era una suplantación ustedes tienen todas@mis denuncias y siempre diré que tienen empleados ratas adentro.
1",0,0,1,2021-12-10,273,reclamar culpa dinero transferir contar empleado posiblemente suplantación denuncia empleado rata adentro
Leonardo Bettin,@LeoBettinnn,2021-12-10 16:49:43+00:00,"Leonardo Bettin
@LeoBettinnn
·
10 dic.","Qué pasa con la página de 
@Davivienda
 que no se puede ingresar??
1",1,0,0,2021-12-10,68,pasar página ingresar
S t e f f,@SteffyJz,2021-12-10 16:11:59+00:00,"S t e f f
@SteffyJz
·
10 dic.","45 minutos esperando que me contesten de 
@Davivienda
 Esto es increíble… bueno, a decir verdad no… En Colombia no hay un solo call center eficiente (y habló en alcance y capacidad, no de los funcionarios) 
@Davivienda
 @DaviEscucha
 @telefonorojo
2
2",2,0,2,2021-12-10,251,minuto esperar contestar increíble colombio call center eficiente hablar alcanzar capacidad funcionario daviescucha telefonorojo
Jorge,@JorgeRamirezn_,2021-12-10 01:11:15+00:00,"Jorge
@JorgeRamirezn_
·
9 dic.","Hola 
@metrodemedellin
 una ruta integrada que me deje en la Torre Empresarial Davivienda (Av el Poblado, Milla de Oro)?
1
1",1,0,1,2021-12-10,124,metrodemedellin ruta integrado dejar torre empresarial poblado milla
#Chagu,@Chagu523,2021-12-10 15:43:51+00:00,"#Chagu
@Chagu523
·
10 dic.","La línea de atención al cliente de Davivienda (6013383838) no funciona para nada, el chat desde la página tampoco. ¿Cómo se supone que me comunique con ustedes? 
@Davivienda
 @telefonorojo
 #PesimoServicio
1",1,0,0,2021-12-10,207,línea atención cliente 6013383838 funcionar chat página suponer comunicar telefonorojo pesimoservicio
Kogui 1969,@jose19692800346,2021-12-10 15:44:44+00:00,"Kogui 1969
@jose19692800346
·
10 dic.","En respuesta a 
@bascobscd
Robledo está como el dinero de Davivienda....en el lugar equivocado. El la sabe. Y pensar que si hubiera apoyado a Petro en segunda vuelta la historia fuera muy diferente, pero pudo más el egoísmo que los intereses de Colombia.",0,0,0,2021-12-10,254,bascobscd robledo dinero lugar equivocado pensar apoyar petro vuelta historia egoísmo interés colombio
