UserScreenName,UserName,Timestamp,Text,Embedded_text,Comments,Likes,Retweets,text_length,Embedded_text_cleaned
JQ,@joquic1289,2021-12-14 02:56:47+00:00,"JQ
@joquic1289
·
13 dic.","En respuesta a 
@Davivienda
 y 
@Efe_ElLeon
Por mensaje privado tampoco solucionan, no pierdas el tiempo
1",0,0,1,106,      efe_elleon   mensaje privado solucionar   pierda   tiempo
Herley Guerrero,@Herley_Guerrero,2021-12-14 17:08:14+00:00,"Herley Guerrero
@Herley_Guerrero
·
14 dic.","@Davivienda
 que grosería se banco es Davvda, llevo intentando de desbloquear mi cuenta de ahorros hace 2 semanas y ustedes creen que he podido, me han hecho ir dos veces a las oficina, enviar mails, llamar a ese Tel Rojo y nada, como unas 48 hrs gastadas del tiempo por esta gente
1
1
1",1,1,1,287,    grosería     davvda llevar intentar   desbloquear     ahorro   semana   creer    podidir          oficinar enviar mails llamar     rojo      gastada   tiempo   gente   
"Efe, Gomelo Insípido",@Efe_ElLeon,2021-12-14 01:55:23+00:00,"Efe, Gomelo Insípido
@Efe_ElLeon
·
13 dic.","En respuesta a 
@Davivienda
Pensé que el robot de ustedes tenía comprensión de lectura, sus canales digitales no sirven, NO SIRVEN, algo más?
1",1,0,0,143,    pensar    robot   comprensión   lectura   canal digital   servir   servir  
Pipe de BarucShop,@PipeBarucShop,2021-12-14 17:10:21+00:00,"Pipe de BarucShop
@PipeBarucShop
·
14 dic.","En respuesta a 
@Davivienda
Si solo es pensamiento y una gran inquietud 
@nubank
 con el gigante tecnológico que se le vino a la banca Colombiana.",0,0,0,146,        pensamiento    inquietud nubank    gigante tecnológico     venir    banca colombiano
Fabio Fernando,@FabioFernandoH1,2021-12-14 17:47:17+00:00,"Fabio Fernando
@FabioFernandoH1
·
14 dic.","En respuesta a 
@Davivienda
Ya lo han validado 100 veces y siempre es la misma respuesta, ""siga esperando"", será que? todavía 
@DaviPlata
 está utilizando mi dinero como financiación?, algún día lo devolverá?.

Lástima la nula vigilancia de 
@SFCsupervisor",0,0,0,256,        validar        seguir esperar   daviplata utilizar   dinero financiación    devolver lástima   nulo vigilancia   sfcsupervisor
Soraya,@SoViGa1234,2021-12-14 16:37:35+00:00,"Soraya
@SoViGa1234
·
14 dic.","En respuesta a 
@jholuyas_72
 y 
@elsanti_mx
Jazz y sus ocurrencias. Davivienda es un Banco Colombiano. 
1",1,0,0,106,    jholuyas_72   elsanti_mx jazz    ocurrencia    colombiano
Daniel Perez,@DanielP78061978,2021-12-14 19:46:11+00:00,"Daniel Perez
@DanielP78061978
·
14 dic.","Respondiendo a 
@DanielP78061978
 @Davivienda
 y 2 más
También soy cliente de uds, así que les pido por favor no manchen su buen nombre 
@Davivienda
 haciendo alianzas con 
@binance
.
1",0,0,1,185,  danielp78061978       cliente       pedir   favor   manchir   nombre alianza   binance
vaginate,@valcinate,2021-12-14 23:20:57+00:00,"vaginate
@valcinate
·
14 dic.","@BBVA_Colombia
 
@Nequi
 
@Bancolombia
 
@BancodeBogota
 
@bancocajasocial
 
@Davivienda
 

EL QUE ME ABRA UNA CUENTA DE AHORROS SIN IR A LA SUCURSAL SE GANA UN HELADO
2",2,0,0,169,  bbva_colombia nequi bancolombia bancodebogota bancocajasocial     abrir     ahorro      sucursal   ganar   helado
Teamgamervzla,@teamgamervzla1,2021-12-14 19:52:16+00:00,"Teamgamervzla
@teamgamervzla1
·
14 dic.","En respuesta a 
@Davivienda
 y 
@fernandhovilla
Se trata de un bloqueo arbitrario y sistematico a muchas cuentas colombianas sin dar razon alguna ayuda por favor
1",1,0,0,163,      fernandhovilla      bloqueo arbitrario   sistematico   cuenta colombiano    razon ayuda   favor
Tío Calvo| Desacata'o,@alejocoqui,2021-12-14 19:28:26+00:00,"Tío Calvo| Desacata'o
@alejocoqui
·
14 dic.","En respuesta a 
@JavierJMED
 y 
@Davivienda
Javi me pasó igual y llamando me explicaron que en una actualización que tuvieron los datos de ingreso se vencieron o algo así, en resumen tocaba crear el usuario y la contraseña desde cero.
1
1",1,0,1,238,    javierjmed   javi   pasar   llamar   explicar     actualización   tener   dato   ingreso   vencer      resumen tocar crear   usuario    contraseño cero  
Javier,@JavierJMED,2021-12-14 19:39:23+00:00,"Javier
@JavierJMED
·
14 dic.","En respuesta a 
@alejocoqui
 y 
@Davivienda
También por la línea de atención al cliente, la última vez que llamé fue la última semana de noviembre y me dijeron en la línea roja que espere tres días, dejé pasar más de tres dias, y hoy sigue igual. En fin. Un completo desastre. Gracias Alejo por responderme 
2",0,0,2,309,    alejocoqui      línea   atención   cliente      llamé    semana   noviembre       línea rojo   esperar dejar pasar           completo desastre gracias alejo   responder yo
Fernando Villa C.,@fernandhovilla,2021-12-14 16:08:22+00:00,"Fernando Villa C.
@fernandhovilla
·
14 dic.","En respuesta a 
@Edimejia1979
 @binance
 y 
@Davivienda
Que buscan con este piloto, ver que cuentas más pueden bloquear??? Increíble q sigan y sigan bloqueando cuentas  y no se de respuesta, y más increíble aun que se haga este tipo de alianzas cuando no se le a dado solución a un problema tan grave como la congelación de cuentas....
3
3
4",3,3,4,341,    edimejia1979 binance     buscar   piloto    cuenta   bloquear increíble   seguir   seguir bloquear cuenta         increíble     hacer tipo   alianza      solución    problema   grave   congelación   cuenta   
Jose Castano,@josecastanj,2021-12-14 19:57:10+00:00,"Jose Castano
@josecastanj
·
14 dic.","En respuesta a 
@Davivienda
 y 
@fernandhovilla
Binance está secuestrando los fondos sin una justificación, dicen que desde el día 1 “que su cuenta cuenta se encuentra inhabilitada por gestión de riesgos” hoy estamos al día 62 y me siguen diciendo lo mismo. Así están 500 Personas más
1",1,0,0,286,      fernandhovilla binance secuestrar   fondo    justificación           inhabilitado   gestión   riesgo         seguir decir       persona  
Javier,@JavierJMED,2021-12-14 19:30:08+00:00,"Javier
@JavierJMED
·
14 dic.","En respuesta a 
@Davivienda
Yo no voy a contactar a nadie, ustedes tienen que dirigise a mí ahora. Tanto tiempo perdido con esa aplicación.",0,0,0,139,         contactar     dirigise    tiempo perdido    aplicación
Javier,@JavierJMED,2021-12-14 19:33:15+00:00,"Javier
@JavierJMED
·
14 dic.","En respuesta a 
@alejocoqui
 y 
@Davivienda
Nene a mí también me resetearon el usuario y la contraseña, y lo más chistoso es que yo les hice comprobar delante de la oficina y se quedaron pasmados y tampoco supieron ayudarme. ""Señor Javier, contacte al área de tec"". Y me fui de la sede física sin solución. No es justo.
1
2",1,0,2,323,    alejocoqui   nenir      resetear   usuario    contraseño     chistoso      hacer comprobar    oficina    quedar pasmado   saber ayudar yo señor javier contactir   área         sede físico   solución    justo  
Fabio Fernando,@FabioFernandoH1,2021-12-14 17:41:56+00:00,"Fabio Fernando
@FabioFernandoH1
·
14 dic.","En respuesta a 
@Davivienda
Día 35 la app 
@DaviPlata
 de 
@Davivienda
 retiene secuestrado mi dinero, supuestamente por procesos para los cuales no tienen logística necesaria. Mientras tanto sigo sin poder usar mi dinero. Tengan precaución, no pierdan su dinero, app sin vigilancia por parte de 
@SFCsupervisor
1",1,0,0,313,         daviplata   retener secuestrado   dinero supuestamente   proceso     logística necesario seguir     dinero tener precaución   perder   dinero    vigilancia     sfcsupervisor
Tío Calvo| Desacata'o,@alejocoqui,2021-12-14 19:37:32+00:00,"Tío Calvo| Desacata'o
@alejocoqui
·
14 dic.","En respuesta a 
@JavierJMED
 y 
@Davivienda
Ah que vaina, bueno por mi experiencia siento que el callcenter es más efectivo que las oficinas.
1
1",1,0,1,145,    javierjmed      vaina    experiencia sentir    callcenter    efectivo    oficina  
Maria Antonia,@mariantonia2702,2021-12-15 16:22:31+00:00,"Maria Antonia
@mariantonia2702
·
15 dic.","Sera que estoy como davivienda? En el lugar equivocado?
2",0,0,2,57,     lugar equivocado
Nando,@Nando79208857,2021-12-15 00:27:36+00:00,"Nando
@Nando79208857
·
14 dic.","y mostrando el nuevo celular ya una señora que muchos conocen de apellido Rangel se anoto la cuenta es Davivienda ahorros #0377 0005 5686 Cali ,los Ángeles están en todas partes, si quieren hablar con Oscar Lasso lo pueden llamar al numero de la hermana 3124923603
2
2",0,2,2,268,  mostrar   celular    señora   conocer   apellido rangel   anoto     ahorro 0377 0005 5686 cali   ángel   parte   querer hablar   oscar lasso   llamar   numero    hermana 3124923603  
libardo cadena,@litbaski,2021-12-15 01:51:13+00:00,"libardo cadena
@litbaski
·
14 dic.","En respuesta a 
@SoyAliciaFranco
Jajajajajajajajaja abuela estás como DAVIVIENDA en el lugar equivocado en ese partido no sólo te vas a quemar, sino que puedes morir
25",0,0,25,168,    soyaliciafranco jajajajajajajajajar abuela estás    lugar equivocado    partido       quemar   poder morir
Gery Durán.,@GeryDuran,2021-12-15 05:22:49+00:00,"Gery Durán.
@GeryDuran
·
15 dic.","10 min esperando atención. 
@Davivienda
 @telefonorojo",0,0,0,54,   esperar atención telefonorojo
El muchacho con complejos de Detective,@DetectiveTakagi,2021-12-15 02:19:09+00:00,"El muchacho con complejos de Detective
@DetectiveTakagi
·
14 dic.","Millennials descubren Davivienda:
Mauricio Cárdenas
@MauroCardenas27
 · 14 dic.
Muchas ratas esos de Davivienda, cobrar el 10% por un adelanto de nómina jajajajajajaja que gonorrea
1",1,0,0,182,millennials descubrar mauricio cárdenas maurocardenas27    rata   cobrar      adelanto   nómín jajajajajajaja   gonorreo
Juleja,@Epicurea88,2021-12-15 19:32:44+00:00,"Juleja
@Epicurea88
·
15 dic.","*me pierdo *
*mi amigo me pregunta dónde estoy*

- Pueees acá veo un davivienda, un servientrega y un semáforo... al lado de un bolardo.
Charolastra
@taltalivan
 · 15 dic.
Yo sería pésimo para ayudar con un retrato hablado.
Sería tipo: era un man con dos ojos, una nariz y una jeta. Al parecer tenía dos orejas.
1",0,0,1,314,   pierdo   amigo   preguntar pueees       servientrega    semáforo      bolardo charolastra taltaliir     pésimo ayudar    retrato hablado tipo       ojo   nariz    jetir   parecer   oreja
Manuel Duque,@juniorduque2012,2021-12-15 22:08:54+00:00,"Manuel Duque
@juniorduque2012
·
15 dic.","15 de diciembre y 
@Bancolombia
 como siempre con la aplicación caída y para completar 
@Davivienda
 en las mismas, por favor no me salgan con que hablemos por DM no sean tan HP
1
1
2",1,1,2,183,   diciembre   bancolombiar    aplicación caído   completar      favor    salir    hablar         
الله الآب والله الابن والله الروح القدس,@and_2204,2021-12-15 19:33:48+00:00,"الله الآب والله الابن والله الروح القدس
@and_2204
·
15 dic.","Respondiendo a 
@Marianiniecheve
 @RubenPinzonHdez
 y 2 más
Su dinero puede estar en el lugar equivocado. Traigalo, aquí se lo robamos todo

By: Banco Davivienda

Seguros RoBolivar
2
13",0,2,13,185,  marianiniecheve rubenpinzonhdez      dinero    lugar equivocado traigalo    robar   seguro robolivar  
Hernan V,@sebasbach7,2021-12-15 20:06:13+00:00,"Hernan V
@sebasbach7
·
15 dic.","En respuesta a 
@Davivienda
 y 
@Marianiniecheve
Estos son más delincuentes que los de la Caracas con calle 20.
17",0,0,17,114,      marianiniechevar    delincuente      caracas   calle  
Kevin G,@IknowyouwantmyK,2021-12-15 20:15:45+00:00,"Kevin G
@IknowyouwantmyK
·
15 dic.","Respondiendo a 
@Marianiniecheve
 @AUGUSTOOCAMPO
 y 2 más
Ten mucho cuidado con Davivienda, yo tenía un dinero ahorrado en esa entidad y de un momento a otro me comenzaron a cobrar cuotas de manejo de tarjetas débito sin usarlas, luego de 3 meses me habían robado 
como 50mil pesos, me tocó sacar el dinero de esa entidad y retirarme.
2
7
14",2,7,14,341,  marianiniecheve augustoocampo      cuidado       dinero ahorrado    entidad     momento     comenzar   cobrar cuota   manejo   tarjeta débito   usarla    mes   robar 50mil pesos   tocar sacar   dinero    entidad   retirar yo   
Gery Durán.,@GeryDuran,2021-12-15 05:20:12+00:00,"Gery Durán.
@GeryDuran
·
15 dic.","El servicio de 24horas de 
@Davivienda
 es lo más falso del mundo.
1",1,0,0,68,  servicio   24horas       falso   mundo
Angie Amezquita,@Amezquit2Angela,2021-12-15 19:54:10+00:00,"Angie Amezquita
@Amezquit2Angela
·
15 dic.","En respuesta a 
@Marianiniecheve
 @SegurosBolivar
 y 
@Davivienda
Davivienda me saca la plata de la cuenta de nómina, porque así es cuando uno tiene otros créditos. Mañosos los voy a cerrar y paso mi crédito de vivienda a otra entidad.
1
5
14",1,5,14,242,    marianiniecheve segurosbolivar     sacar   plata      nóminar      crédito mañoso     cerrar   paso   crédito   vivienda   entidad   
Gabriel Angarita,@AntenaGabriel,2021-12-15 15:28:28+00:00,"Gabriel Angarita
@AntenaGabriel
·
15 dic.","Este Davimovil 
@Davivienda
 #Cucuta con sus cajeros obsoletos y viejos tiene a usuarios molestos y preocupados por inconsistencias
@SFCsupervisor
  y en plena Navidad. Respeten cuenta habientes
2",0,0,2,196,davimovil cucuta    cajero obsoleto   viejo   usuario molesto   preocupado   inconsistencia sfcsupervisor    pleno navidad respetar habient
Emerson De Francisco,@emedefran,2021-12-15 21:30:28+00:00,"Emerson De Francisco
@emedefran
·
15 dic.","Típico de la banca y finanzas fraudulentas en Colombia 
@SegurosBolivar
 @Davivienda
 #robo #fraude
Maria Niny Echeverry
@Marianiniecheve
 · 15 dic.
Chicos: me ayudarían a denunciar a @SegurosBolivar me están robando literalmente platas de mi cuenta bancaria con la complicidad de @Davivienda y nadie responde. ",0,0,0,311,típico    banca   finanza fraudulento   colombia segurosbolivar robo fraude maria niny echeverry marianiniechevir    chico   ayudar   denunciar   segurosbolivar   robar literalmente plata    bancario    complicidad     responder
Gordiflonchis,@GORDIFLONCHIS,2021-12-15 19:42:06+00:00,"Gordiflonchis
@GORDIFLONCHIS
·
15 dic.","En respuesta a 
@Marianiniecheve
 @SegurosBolivar
 y 
@Davivienda
Que relajos ocurren con los Seguros y los Bancos en nuestro país, Nadie los regula hacen lo que se les da la gana .. 
2
5",0,2,5,187,    marianiniecheve segurosbolivar     relajo ocurrir    seguro    banco   país   regular        ganar  
Mely,@melidardila,2021-12-15 21:41:13+00:00,"Mely
@melidardila
·
15 dic.","En respuesta a 
@Marianiniecheve
 @SegurosBolivar
 y 
@Davivienda
Maria, a nosotros nos ocurrió lo mismo con el Banco  Colpatria.  A mi esposo le descontaban un seguro que jamás pidió y afortunadamente el último año se dio cuenta y le devolvieron lo de este año.  Lo de dos años anteriores,  se perdió. 
@SegurosBolivar
2
15
23",2,15,23,327,    marianiniecheve segurosbolivar   maria     ocurrir      colpatrio    esposo   descontar   seguro   jamás pedir   afortunadamente          devolver         año anterior   perder segurosbolivar   
Gianny,@GiannyMeAcuerdo,2021-12-15 19:56:24+00:00,"Gianny
@GiannyMeAcuerdo
·
15 dic.","En respuesta a 
@LilodelaVega
 y 
@Davivienda
Te escuchamos.
1
2",1,0,2,64,    lilodelavega     escuchamos  
Guillermo Romero,@Guilloromeros,2021-12-15 12:46:07+00:00,"Guillermo Romero
@Guilloromeros
·
15 dic.","Recomendación para quienes viven solos. 
@ciencuadras
 @Davivienda
 @Innovabolivar
 @SegurosBolivar
 
http://pantallazosnoticias.com.co/news/6-herramientas-que-no-deben-faltar-en-tu-apartamento-de-soltero/…
#vivienda #TrabajoSiHay 
@priradiotv
 @TROYA_NOTICIAS
pantallazosnoticias.com.co
6 herramientas que no deben faltar en tu apartamento de soltero -
Salir de la casa de tus padres no es fácil y cuando lo haces, seguramente, no tienes idea de cómo empezar a decorar tu casa o apartamento . Te contamos cuáles son las herramientas necesarias que...
2",0,0,2,553,recomendación vivir ciencuadra innovabolivar segurosbolivar vivienda trabajosihaber priradiotv troya_noticia pantallazosnoticia     herramienta    faltar    apartamento   soltero salir    casa    padre    fácil     seguramente   tener idea   empezar   decorar   casa   apartamento   contar    herramienta necesario  
Sonny Raymond Newball,@sonnyraymondn,2021-12-15 20:31:57+00:00,"Sonny Raymond Newball
@sonnyraymondn
·
15 dic.","Respondiendo a 
@IknowyouwantmyK
 @Marianiniecheve
 y 3 más
O sea está pirámide te va a mariquiar por ahí 6 meses en responderte con una chimbada, denunciamos penalmente y así se mueven estas ratas
1
5",1,0,5,201,  iknowyouwantmyk marianiniecheve       pirámidir     mariquiar     mes   responderte    chimbado denunceír penalmente     mover rata  
Alexander Vargas,@alexandervg0,2021-12-15 20:37:33+00:00,"Alexander Vargas
@alexandervg0
·
15 dic.","@Davivienda
 la app no funciona? Que desconfianza tan berraca, llega mensaje exitoso y la app pensando. 
@SFCsupervisor
1",1,0,0,121,      funcionar   desconfianza   berraca llegar mensaje exitoso     pensar sfcsupervisor
Oscar Cruz,@Deftvergara05,2021-12-15 20:34:31+00:00,"Oscar Cruz
@Deftvergara05
·
15 dic.","En respuesta a 
@lorecastrooo
 @DaviPlata
 y 
@Davivienda
No se si ya te comunucaste aquí, depronto te ayuden...

Espero soluciones pronto
1",1,0,0,140,    lorecastrooo daviplata         comunucastar depronto   ayudar esperar solución
Carlos Eduardo Noguera,@CNOGUERA20,2021-12-15 19:10:36+00:00,"Carlos Eduardo Noguera
@CNOGUERA20
·
15 dic.","Señores 
@Davivienda
 @DaviPlata
 mi hermano que tiene una discapacidad tiene el daviplata bloqueado inválido nadie le ha dado respuesta desde el domingo en la línea de WhatsApp nadie da solución",0,0,0,195,señor daviplata   hermano     discapacidad   daviplata bloqueado inválido         línea   whatsapp   solución
Carlos Eduardo Noguera,@CNOGUERA20,2021-12-15 19:20:15+00:00,"Carlos Eduardo Noguera
@CNOGUERA20
·
15 dic.","Señores 
@Davivienda
 @DaviPlata
 mi hermano es discapacitado el se llama Miller noguera cédula es 87941728 número de contacto es 3233223774 tiene daviplata inválido nadie le da solución desde el pasado domingo en la línea de WhatsApp nunca dan solución
1",1,0,0,255,señor daviplata   hermano   discapacitado    llamar miller noguera cédula   87941728 número   contacto   3233223774 daviplata inválido    solución      línea   whatsapp   solución
Fabio Fernando,@FabioFernandoH1,2021-12-15 23:32:49+00:00,"Fabio Fernando
@FabioFernandoH1
·
15 dic.","Día 36 la app 
@DaviPlata
 de 
@Davivienda
 retiene secuestrado mi dinero, supuestamente por procesos para los cuales no tienen logística necesaria. Mientras tanto sigo sin poder usar mi dinero. Tengan precaución, no pierdan su dinero, app sin vigilancia por parte de 
@SFCsupervisor
1
1",1,0,1,287,     daviplata   retener secuestrado   dinero supuestamente   proceso     logística necesario seguir     dinero tener precaución   perder   dinero    vigilancia     sfcsupervisor  
Gustavo Andres,@ggutier7,2021-12-15 23:25:30+00:00,"Gustavo Andres
@ggutier7
·
15 dic.","El peor banco de colombia sin ninguna discusión es 
@Davivienda
 qué triste ser usuario de este pésimo banco
1
1",1,0,1,112,    colombia   discusión     triste   usuario   pésimo  
Maria Carina Monroy,@macarinam,2021-12-15 18:20:39+00:00,"Maria Carina Monroy
@macarinam
·
15 dic.","Lo primero que haré ahora que salga de vacaciones es cancelar la TC de 
@Davivienda
. Es un completo robo! Más se gasta uno en costos financieros que en consumos.

¡La típica culebra por Netflix, 1 domicilio y dos bobadas más!
2
1",2,0,1,230,    hacer   salir   vacación   cancelar        completo robo    gastar    costo financiero    consumos   típico culebra   netflix   domicilio    bobada   
Omar Sanchez,@Omitar69,2021-12-15 20:17:31+00:00,"Omar Sanchez
@Omitar69
·
15 dic.","Si te contará mi caso con Davivienda...para llorar
EL COCO GÓMEZ
@luisgcocogomez
 · 15 dic.
Los bancos cada vez peor, mano. Cuando pensé que todo iba a cambiar, @Bancolombia de mal en peor. La app a cada rato fuera de línea y las oficinas atestadas y mal atendidas. Horror! @Asobancaria @MinHacienda
1
1",1,0,1,303,   contar   caso   llorar   coco gómez luisgcocogomez     banco   mano pensar      cambiar bancolombia         rato   línea    oficina atestada    atendido horror asobancario minhacienda  
cristina_veedor,@cristina_veedor,2021-12-15 21:15:49+00:00,"cristina_veedor
@cristina_veedor
·
15 dic.","En respuesta a 
@Marianiniecheve
 @SegurosBolivar
 y 
@Davivienda
La queja deberías ponerla en la superfinanciera.
3",0,0,3,116,    marianiniecheve segurosbolivar     queja debería poner él    superfinanceír
andres o mazo,@omazoandres,2021-12-15 19:44:34+00:00,"andres o mazo
@omazoandres
·
15 dic.","@Davivienda
  juega con el tiempo y dinero de los usuarios. + de 5 meses en proceso. Me envían a oficina física x soportes de mi reclamo y en esta me dicen que no pueden acceder a información 
@sicsuper
 @ColConsumidor
1",1,0,0,220,  juega    tiempo   dinero    usuario    mes   proceso   envir   oficina físico   soporte    reclamo         acceder   información sicsuper colconsumidor
KR,@Accidental_,2021-12-15 21:48:28+00:00,"KR
@Accidental_
·
15 dic.","Por qué 
@Davivienda
 de El Salvador pide información de día, hora y medios de pagos vía WhatsApp???  

Me parece complicado que los bancos (o gente que dice trabajar en bancos) hagan esas preguntas por ese medio. 

Cc 
@SSF_ElSalvador
1
4",1,0,4,239,      salvador pedir información    hora   medio   pago   whatsapp   complicado    banco   gente   trabajar   banco hacer pregunta      ssf_elsalvador  
MaGraGu,@MaGraGu_,2021-12-15 23:22:33+00:00,"MaGraGu
@MaGraGu_
·
15 dic.","Respondiendo a 
@Amezquit2Angela
 @Marianiniecheve
 y 2 más
tenga los creditos en una entidad y su nomina en otra para que no le hagan eso.

desde que sea un portafolio bancario los bancos hacen eso.
3",0,0,3,201,  amezquit2angelar marianiniecheve       credito    entidad    nominar       hacer       portafolio bancario   banco  
MisterPan Barranquilla sas,@misterpanbarra1,2021-12-15 02:02:54+00:00,"MisterPan Barranquilla sas
@misterpanbarra1
·
14 dic.","Gracias 
@daviplata
 y 
@davivienda
 por.ser nuestrosa aliados con @misterpanbarranquilla  paga tus pudines y panes en nuestro qr en Misterpan Barranquilla sas https://instagram.com/p/CXfGvAPLZFM/?utm_medium=twitter…
1",1,0,0,218,gracias daviplata      nuestrós aliado   misterpanbarranquilla pagar   pudín   pan      misterpar barranquilla  
Julio Palacios,@japuna7,2021-12-15 22:07:57+00:00,"Julio Palacios
@japuna7
·
15 dic.","Y uno cómo hace para que no lo llamen tanto del banco. 
@Davivienda
  Hoy me llamaron más de 10 veces entre llamadas de mi teléfono y llamadas a la casa. Estaba en medio de reuniones y no dejaban de llamarme. ¡Es un matoneo increíble!
1",1,0,0,236,       llamar      llamar     llamada    teléfono   llamado    casa     reunión    dejar   llamar yo    matoneo increíble
Santiago Vargas Niño,@SantiagoVargasN,2021-12-15 15:39:48+00:00,"Santiago Vargas Niño
@SantiagoVargasN
·
15 dic.","Oigan, 
@Davivienda
: llevo CUARENTA MINUTOS intentando comunicarme con su inútil área de monitoreo que bloqueó unilateralmente mi tarjeta débito. He pasado del chat al teléfono rojo y de un asesor a interminables tonos de espera. ¡Contesten el hijuemadre teléfono!
1",1,0,0,267,oigar llevar cuarenta minuto intentar comunicarme    inútil área   monitoreo   bloqueó unilateralmente   tarjeta débito     chat   teléfono rojo     asesor   interminable tono   esperar contestar   hijuemadre teléfono
SONIA BERNAL,@soniajannethba,2021-12-15 02:53:19+00:00,"SONIA BERNAL
@soniajannethba
·
14 dic.","En respuesta a 
@Davivienda
Ya les escribí y como me lo imaginé no solucionaron nada
1",1,0,0,86,       escribir      imaginé   solucionar
SONIA BERNAL,@soniajannethba,2021-12-15 01:30:15+00:00,"SONIA BERNAL
@soniajannethba
·
14 dic.","En respuesta a 
@Davivienda
Realmente el servicio no me parece, sencillo ni mucho menos amigable!
1",1,0,0,99,    realmente   servicio    sencillo   amigable
Diana,@dianhagr,2021-12-15 18:15:24+00:00,"Diana
@dianhagr
·
15 dic.","En respuesta a 
@Davivienda
Por eso pregunto si alguien trabaja allí",0,0,0,68,       pregunto   alguien trabajar
Edison Mejia,@Edimejia1979,2021-12-15 17:19:44+00:00,"Edison Mejia
@Edimejia1979
·
15 dic.","En respuesta a 
@NoticiasRCN
 y 
@JCecheverryCol
Y quién cubre la noticia de las cientos de personas con cuentas congeladas por 
@binance
 en Colombia? 
@Davivienda
 cómo aliado en piloto de criptos no piensa hacer nada?
2
5
4",2,5,4,226,    noticiasrcn   jcecheverrycol   cubrir   noticia    ciento   persona   cuenta congelado   binance   colombia aliado   piloto   cripto   pensar   
Nando,@Nando79208857,2021-12-15 14:20:03+00:00,"Nando
@Nando79208857
·
15 dic.","En respuesta a 
@Betocoralg
Beto te mande un correo contándote la historia de Oscar lasso el niño pobre de la voz kids a quien le robaron su celular estoy haciendo una recolecta DAVIVIENDA ahorros#037700055686 y pueden llamar al niño 3124923603 para verificar gracias!!
3
3
3",3,3,3,275,    betocoralg beto   mande   correo contándotar   historia   oscar lasso   niño pobre     kids     robar   celular   recolecta ahorro 037700055686   llamar   niño 3124923603 verificar gracia   
Luis Eduardo Pomares Luis Eduardo Pomares Mendoza,@pomares_mendoza,2021-12-15 18:22:56+00:00,"Luis Eduardo Pomares Luis Eduardo Pomares Mendoza
@pomares_mendoza
·
15 dic.","En respuesta a 
@josecap97
Ella dice presiento que estoy en el lugar equivocado,aunque suene a comercial de Davivienda
1",0,0,1,120,    josecap97 presiento      lugar equivocado sonar   comercial  
Nando,@Nando79208857,2021-12-15 13:10:15+00:00,"Nando
@Nando79208857
·
15 dic.","En respuesta a 
@Altaner0
Estoy haciendo una recolecta para darle un regalo de navidad a Oscar ivan lasso el niño pobre de la voz kids2019 DAVIVIENDA ahorros #037700055686 cualquier donacion es una vendicion!!!
1
2",0,1,2,214,    altaner0   recolectar dar él   regalo   navidad   oscar iir lasso   niño pobre     kids2019 ahorro 037700055686 donacion    vendicion  
SONIA BERNAL,@soniajannethba,2021-12-15 01:48:15+00:00,"SONIA BERNAL
@soniajannethba
·
14 dic.","En respuesta a 
@Davivienda
Ya lo detalle
1",1,0,0,43,       detalle
Claudia Miguel,@claumigor,2021-12-15 15:02:59+00:00,"Claudia Miguel
@claumigor
·
15 dic.","Sres 
@Davivienda
 he recibido este mns de texto en mi cel, como los cuenta habientes andamos paranoicos, comparto x esta vía porque me resulta sospechoso o ¿Es real?
""Hemos realizado el ajuste en su cuenta. En Davivienda queremos conocer su experiencia: http://ma.sv/zslXld""
1",1,0,0,277,sr   recibir    texto       habient andamo paranoico compartir       resultar sospechoso    real   ajuste        experiencia
SONIA BERNAL,@soniajannethba,2021-12-15 01:28:36+00:00,"SONIA BERNAL
@soniajannethba
·
14 dic.","En respuesta a 
@Davivienda
Me parece increíble que se tarden 8 días solucionando una falla del sistema, que es lo que dicen en el chat de ""servicio"" que de servicio no tienen nada!!",0,0,0,182,      increíble    tardir   solucionar   falla   sistema         chat   servicio    servicio  
Iván Tello Martínez,@ivantema,2021-12-15 23:03:06+00:00,"Iván Tello Martínez
@ivantema
·
15 dic.","En respuesta a 
@Marianiniecheve
 @SegurosBolivar
 y 
@Davivienda
Ahí no hay nada. Ambas son del grupo Bolivar. Se amangualaron para robarla.
2",0,0,2,143,    marianiniecheve segurosbolivar       ambos    grupo bolivar   amangualar robar él
MisterPan Barranquilla sas,@misterpanbarra1,2021-12-15 02:02:55+00:00,"MisterPan Barranquilla sas
@misterpanbarra1
·
14 dic."," Gracias 
@daviplata
 y 
@davivienda
 por.ser nuestrosa aliados con @misterpanbarranquilla paga tus pudines y panes en nuestro qr (en Misterpan Barranquilla sas) https://instagram.com/p/CXfGvAPLZFM/?utm_medium=tumblr…
misterpanbarranquilla.tumblr.com
misterpanbarranquilla
Gracias @daviplata y @davivienda por.ser nuestrosa aliados con @misterpanbarranquilla paga tus pudines y panes en nuestro qr (en Misterpan Barranquilla...",0,0,0,427,  gracias daviplata      nuestrós aliado   misterpanbarranquilla pagar   pudín   pan      misterpar barranquilla   misterpanbarranquilla tumblr   misterpanbarranquilla gracias daviplata      nuestrós aliado   misterpanbarranquilla pagar   pudín   pan      misterpar barranquilla
